Gender,AgeGroup,Program,Income,State,Device,OS,Browser,option
1,4,E,184976,CA,Desktop,Apple,Safari,A
1,5,E,315615,TX,Mobile,Windows,Chrome,A
1,6,E,144219,NJ,Mobile,Apple,Opera,B
0,1,C,335326,NY,Mobile,Windows,Safari,B
0,0,D,157278,CA,Desktop,Windows,Chrome,A
0,2,D,357371,CA,Mobile,Windows,Chrome,A
0,6,E,299381,NY,Mobile,Windows,Chrome,B
0,3,A,295466,TX,Mobile,Apple,Chrome,B
1,5,E,131152,CA,Desktop,Windows,Safari,B
1,6,E,99823,NJ,Mobile,Apple,Safari,A
0,4,A,494623,NJ,Mobile,Windows,Safari,A
0,2,E,98858,NJ,Mobile,Windows,Safari,A
1,1,E,197295,NJ,Desktop,Apple,Opera,A
1,0,A,378971,CA,Mobile,Windows,Chrome,B
1,5,A,182663,NJ,Desktop,Windows,Safari,A
0,2,E,172823,NY,Desktop,Apple,Opera,B
1,2,A,226484,NJ,Mobile,Apple,Chrome,A
0,3,E,434334,CA,Mobile,Apple,Chrome,A
0,4,A,411851,NA,Mobile,Windows,Safari,B
0,2,E,439584,NY,Tablet,Windows,Safari,B
1,5,C,303463,NY,Desktop,Windows,Opera,A
1,1,E,471139,NJ,Mobile,Apple,Chrome,A
1,4,D,235628,NY,Mobile,Windows,Chrome,A
1,3,D,83849,NJ,Mobile,Windows,Chrome,A
1,2,D,241220,TX,Mobile,Apple,Safari,A
0,3,E,187348,NY,Desktop,Windows,Chrome,A
1,2,C,222500,TX,Desktop,Apple,Chrome,B
0,3,A,401751,CA,Mobile,Windows,Chrome,A
1,5,A,335714,CA,Mobile,Windows,Chrome,A
0,6,B,449127,NY,Tablet,Apple,Chrome,A
0,3,D,150819,NY,Desktop,Windows,Chrome,B
0,1,C,454245,CA,Desktop,Apple,Chrome,A
1,2,D,400507,TX,Desktop,Apple,Chrome,A
0,1,E,191769,CA,Desktop,Windows,Safari,A
1,4,D,298062,NJ,Mobile,Windows,Chrome,A
1,1,C,100576,CA,Desktop,Windows,Chrome,A
1,0,E,81054,NY,Mobile,Apple,Opera,A
1,6,D,386158,NY,Mobile,Windows,Chrome,B
0,5,E,302891,NY,Desktop,Windows,Chrome,A
1,4,E,485961,NY,Mobile,Windows,Chrome,A
1,2,D,155468,CA,Desktop,Apple,Safari,B
1,2,D,379971,CA,Mobile,Windows,Chrome,A
1,6,A,303415,TX,Desktop,Windows,Safari,B
0,0,E,388189,NY,Mobile,Windows,Safari,B
0,6,E,79480,NY,Desktop,Windows,Chrome,A
1,0,B,207609,CA,Tablet,Apple,Opera,A
1,3,D,459813,NY,Desktop,Apple,Safari,A
1,4,D,247150,NJ,Mobile,Apple,Chrome,A
0,4,C,94042,NY,Desktop,Apple,Safari,B
0,5,E,145290,CA,Mobile,Windows,Safari,A
1,1,E,159776,NY,Desktop,Windows,Chrome,B
0,5,C,64445,CA,Desktop,Apple,Safari,A
0,0,E,132642,NJ,Mobile,Windows,Opera,A
0,3,E,126975,NJ,Mobile,Apple,Safari,B
1,1,E,155663,CA,Mobile,Apple,Chrome,B
0,5,D,391061,CA,Mobile,Apple,Chrome,B
1,2,E,241426,NJ,Tablet,Apple,Safari,A
1,2,D,78337,NJ,Desktop,Windows,Chrome,A
1,4,C,146634,NJ,Desktop,Apple,Safari,A
1,3,D,310213,NY,Mobile,Apple,Chrome,A
1,5,D,326254,NA,Mobile,Windows,Safari,A
1,5,E,288640,NY,Desktop,Apple,Chrome,A
0,5,E,468309,NY,Mobile,Apple,Safari,A
1,4,A,57488,NJ,Mobile,Apple,Chrome,A
0,5,E,347494,NY,Mobile,Windows,Chrome,B
0,0,D,139644,NY,Mobile,Apple,Opera,A
1,3,D,252086,CA,Desktop,Apple,Chrome,A
0,4,D,456351,CA,Desktop,Windows,Chrome,A
1,4,C,286473,NY,Desktop,Windows,Chrome,B
0,5,E,74830,NY,Desktop,Windows,Opera,B
1,3,D,193117,NY,Mobile,Apple,Chrome,B
0,0,A,340898,CA,Mobile,Apple,Chrome,A
0,3,E,402927,NY,Desktop,Apple,Chrome,B
1,2,C,142745,TX,Desktop,Apple,Safari,B
1,3,C,194955,NY,Desktop,Windows,Chrome,B
0,4,E,225010,NY,Desktop,Apple,Chrome,B
0,2,C,406583,CA,Mobile,Windows,Opera,B
0,3,C,170038,NY,Mobile,Windows,Chrome,A
1,3,E,412384,CA,Mobile,Windows,Chrome,A
1,2,E,268390,NY,Mobile,Windows,Safari,B
0,1,D,314362,NY,Desktop,Windows,Chrome,A
1,5,A,459115,CA,Mobile,Windows,Chrome,B
0,3,D,410247,NJ,Mobile,Windows,Safari,B
0,3,D,420574,NJ,Mobile,Windows,Safari,B
0,5,A,252379,CA,Mobile,Windows,Safari,B
1,5,E,256918,TX,Mobile,Windows,Chrome,B
1,4,E,130952,NJ,Desktop,Windows,Chrome,B
0,4,E,485964,TX,Mobile,Apple,Chrome,B
1,2,C,396299,NJ,Desktop,Windows,Safari,B
0,3,E,415953,NJ,Mobile,Apple,Safari,A
1,4,D,165588,NY,Mobile,Apple,Chrome,A
0,4,D,376686,TX,Mobile,Windows,Chrome,B
1,3,A,182131,CA,Mobile,Windows,Chrome,A
0,5,E,473933,NY,Mobile,Apple,Safari,B
0,2,D,254239,NY,Desktop,Windows,Chrome,A
0,0,D,220220,NY,Mobile,Windows,Chrome,A
0,0,D,364134,CA,Desktop,Windows,Chrome,B
1,2,C,179187,NY,Desktop,Windows,Chrome,A
1,4,A,415383,NY,Desktop,Apple,Chrome,B
0,2,A,272834,CA,Desktop,Apple,Chrome,B
0,3,D,462672,NJ,Mobile,Apple,Safari,B
0,1,C,371480,NJ,Mobile,Apple,Chrome,A
0,4,E,473805,NY,Desktop,Windows,Chrome,B
0,2,D,466235,NY,Desktop,Windows,Chrome,B
0,1,C,419160,CA,Desktop,Windows,Safari,B
0,3,E,243933,TX,Desktop,Apple,Chrome,A
0,2,E,467783,CA,Desktop,Windows,Chrome,A
1,4,D,387210,NY,Mobile,Windows,Chrome,A
1,4,D,309233,NA,Desktop,Apple,Chrome,A
1,3,D,51008,NJ,Mobile,Apple,Chrome,B
0,1,E,299938,NY,Mobile,Windows,Chrome,B
1,5,D,56775,NJ,Mobile,Apple,Opera,A
0,3,D,436667,TX,Mobile,Apple,Chrome,A
1,0,D,79239,CA,Desktop,Apple,Chrome,A
0,2,C,252073,CA,Mobile,Windows,Opera,B
0,6,E,103160,NY,Mobile,Windows,Safari,A
0,2,A,173984,NY,Desktop,Windows,Safari,B
1,5,E,76651,NJ,Desktop,Apple,Chrome,B
1,2,D,277602,NJ,Desktop,Windows,Chrome,B
1,1,E,203358,TX,Mobile,Apple,Chrome,A
1,3,D,162585,NY,Mobile,Windows,Safari,A
1,5,E,411211,NJ,Desktop,Windows,Opera,B
1,4,C,186560,CA,Mobile,Apple,Safari,A
1,2,E,343817,CA,Desktop,Apple,Chrome,B
0,5,C,96700,CA,Tablet,Windows,Chrome,B
1,0,A,174278,CA,Mobile,Windows,Safari,A
0,5,E,430033,TX,Mobile,Windows,Opera,B
1,5,D,185603,CA,Mobile,Apple,Chrome,A
0,3,A,258068,NY,Desktop,Windows,Chrome,B
1,3,E,343811,TX,Desktop,Apple,Chrome,A
0,3,C,110852,CA,Mobile,Windows,Chrome,B
1,5,E,346718,NY,Mobile,Windows,Chrome,A
1,1,D,395065,CA,Mobile,Windows,Safari,A
1,1,A,103083,NJ,Mobile,Apple,Chrome,A
1,2,E,422803,NY,Mobile,Windows,Opera,B
0,5,E,193762,NJ,Mobile,Windows,Chrome,A
1,1,E,288061,CA,Desktop,Windows,Chrome,B
1,2,D,387625,CA,Tablet,Windows,Chrome,A
0,1,C,109283,NY,Mobile,Apple,Chrome,B
1,0,A,347572,CA,Desktop,Apple,Chrome,B
1,4,D,95230,NY,Mobile,Apple,Opera,A
0,3,D,96306,CA,Mobile,Windows,Safari,B
1,3,A,453944,NJ,Mobile,Windows,Safari,A
0,1,E,72349,NY,Mobile,Windows,Opera,B
0,4,E,145059,NJ,Desktop,Apple,Chrome,A
1,1,D,241450,CA,Mobile,Windows,Safari,A
1,4,D,369270,CA,Desktop,Windows,Chrome,B
0,2,C,75246,CA,Mobile,Apple,Safari,B
1,0,C,190967,CA,Desktop,Apple,Chrome,B
0,3,D,328984,CA,Desktop,Windows,Safari,A
1,3,D,243030,CA,Desktop,Apple,Safari,A
0,4,E,479446,CA,Desktop,Windows,Chrome,A
0,4,D,496708,CA,Mobile,Apple,Chrome,B
1,5,E,184377,NA,Mobile,Windows,Opera,A
0,4,C,51445,NJ,Mobile,Apple,Safari,B
1,5,E,390917,CA,Desktop,Apple,Opera,B
0,1,C,139891,CA,Mobile,Windows,Chrome,A
1,5,D,338455,CA,Desktop,Windows,Safari,A
1,2,C,333902,NY,Tablet,Windows,Opera,A
0,2,E,111433,NA,Mobile,Windows,Chrome,A
1,3,E,160143,TX,Desktop,Windows,Chrome,B
0,2,D,434197,CA,Mobile,Windows,Chrome,A
0,5,E,255514,NY,Desktop,Windows,Safari,A
0,0,E,392116,NY,Mobile,Windows,Safari,A
0,1,A,120245,NY,Mobile,Windows,Chrome,B
0,4,A,219227,NY,Desktop,Apple,Chrome,B
0,1,B,296206,CA,Mobile,Windows,Safari,A
1,2,C,328699,NY,Mobile,Apple,Chrome,A
1,6,E,376263,CA,Desktop,Apple,Chrome,B
1,2,D,186815,CA,Desktop,Windows,Chrome,A
0,1,A,172480,CA,Desktop,Windows,Opera,A
0,3,A,305836,NY,Mobile,Apple,Safari,B
1,2,E,288750,NJ,Mobile,Apple,Chrome,A
0,6,A,353592,CA,Mobile,Windows,Safari,B
0,3,C,427683,CA,Mobile,Windows,Chrome,A
0,3,D,124818,NY,Mobile,Apple,Safari,A
0,3,B,191159,CA,Mobile,Apple,Chrome,B
1,2,E,331532,NJ,Desktop,Windows,Safari,A
0,0,D,183884,NY,Mobile,Windows,Safari,A
1,2,D,432146,NY,Mobile,Apple,Safari,A
0,5,B,99033,NY,Desktop,Apple,Safari,B
0,5,A,117944,TX,Mobile,Apple,Chrome,A
0,2,E,245902,CA,Mobile,Apple,Chrome,B
1,4,E,292140,CA,Mobile,Windows,Chrome,A
0,4,B,301309,NJ,Tablet,Windows,Chrome,B
0,3,C,100353,CA,Mobile,Apple,Opera,B
1,2,C,384364,NY,Mobile,Apple,Safari,A
0,2,D,350872,CA,Mobile,Windows,Chrome,A
0,3,A,494084,NY,Mobile,Windows,Safari,B
1,2,A,341835,TX,Mobile,Apple,Safari,B
0,3,D,251509,NY,Mobile,Apple,Chrome,A
1,3,E,171479,CA,Desktop,Apple,Safari,B
0,0,C,51556,CA,Mobile,Windows,Chrome,A
0,2,C,195523,NY,Tablet,Apple,Chrome,B
1,0,A,220795,NY,Desktop,Windows,Chrome,B
0,3,C,299854,NA,Mobile,Windows,Chrome,B
1,4,A,252106,CA,Mobile,Windows,Chrome,B
0,4,E,101997,CA,Desktop,Apple,Chrome,A
1,3,D,198438,TX,Desktop,Windows,Chrome,A
0,4,A,185139,NY,Mobile,Windows,Safari,A
1,4,D,241657,CA,Mobile,Windows,Safari,A
1,4,C,433920,CA,Desktop,Apple,Chrome,B
1,4,E,344087,CA,Mobile,Apple,Chrome,B
1,4,E,373326,NY,Desktop,Windows,Safari,A
0,4,A,332595,TX,Desktop,Windows,Safari,A
1,5,D,217803,NJ,Mobile,Windows,Chrome,A
0,3,A,414395,CA,Desktop,Apple,Safari,A
1,3,D,87857,CA,Mobile,Apple,Opera,B
1,2,E,464289,NY,Tablet,Apple,Opera,A
0,1,D,299787,NJ,Mobile,Apple,Safari,B
0,0,E,406781,NJ,Mobile,Apple,Opera,A
0,3,D,57821,CA,Mobile,Windows,Chrome,A
0,5,C,211807,NA,Mobile,Apple,Chrome,B
1,4,C,396102,TX,Tablet,Windows,Safari,A
1,2,E,102385,CA,Desktop,Apple,Safari,B
1,2,C,235169,CA,Desktop,Windows,Chrome,A
0,2,C,101290,NJ,Desktop,Apple,Chrome,A
1,4,C,88392,CA,Desktop,Apple,Chrome,A
0,4,E,219559,NY,Mobile,Windows,Chrome,A
0,4,E,143707,CA,Mobile,Apple,Chrome,B
1,6,E,397375,CA,Desktop,Apple,Safari,A
0,3,A,102857,NY,Mobile,Apple,Opera,A
0,4,C,314319,TX,Mobile,Apple,Chrome,B
1,4,D,282233,TX,Desktop,Windows,Chrome,B
0,1,D,385798,CA,Mobile,Apple,Chrome,B
1,6,C,392415,CA,Desktop,Apple,Safari,A
1,4,D,51567,CA,Desktop,Windows,Chrome,A
1,2,E,319313,NJ,Desktop,Apple,Chrome,B
0,6,E,225684,CA,Mobile,Apple,Opera,B
1,4,C,353598,NY,Desktop,Windows,Chrome,B
0,2,A,61553,TX,Mobile,Apple,Chrome,B
1,5,E,270296,TX,Mobile,Apple,Chrome,B
0,2,E,77947,CA,Desktop,Windows,Chrome,A
0,5,D,281835,TX,Desktop,Apple,Chrome,B
1,1,E,189457,NY,Mobile,Apple,Chrome,A
0,6,E,211951,TX,Mobile,Apple,Chrome,B
0,4,E,462395,NY,Desktop,Windows,Chrome,B
1,4,E,386644,NJ,Mobile,Apple,Opera,A
0,0,A,318814,NY,Mobile,Windows,Chrome,B
1,4,A,296565,CA,Desktop,Apple,Safari,B
0,4,D,62416,CA,Tablet,Apple,Chrome,A
1,0,E,62505,NJ,Mobile,Apple,Opera,A
0,5,D,153274,CA,Mobile,Windows,Opera,B
0,5,C,283753,CA,Mobile,Windows,Chrome,B
1,6,E,58353,NJ,Desktop,Windows,Safari,A
1,4,A,454864,NJ,Mobile,Apple,Safari,B
0,3,A,108417,CA,Desktop,Apple,Chrome,B
0,2,D,498087,NY,Mobile,Apple,Safari,A
0,2,E,89310,NY,Desktop,Windows,Chrome,B
1,3,E,364817,NY,Mobile,Apple,Opera,A
1,6,E,94161,CA,Mobile,Apple,Safari,A
0,1,D,374104,NY,Desktop,Apple,Safari,B
1,2,C,346890,NY,Mobile,Windows,Chrome,B
1,1,D,82100,TX,Desktop,Apple,Chrome,A
0,5,A,361703,NY,Mobile,Windows,Chrome,A
0,4,D,303642,NY,Mobile,Windows,Safari,B
0,4,D,113356,CA,Mobile,Windows,Safari,A
1,1,E,117686,CA,Mobile,Apple,Chrome,B
0,4,A,292977,NY,Mobile,Apple,Chrome,A
0,5,C,298146,NY,Mobile,Apple,Safari,B
1,4,E,386565,NJ,Mobile,Windows,Chrome,A
0,4,E,123225,NY,Mobile,Apple,Chrome,A
1,5,C,458321,TX,Mobile,Windows,Safari,A
1,2,E,240613,CA,Mobile,Apple,Safari,A
1,4,A,493709,CA,Mobile,Windows,Chrome,B
0,2,E,112802,CA,Mobile,Apple,Safari,B
0,2,E,167694,NY,Desktop,Apple,Chrome,A
0,5,D,67229,NY,Desktop,Apple,Chrome,B
1,2,A,395319,NY,Mobile,Windows,Safari,B
1,0,A,206903,NY,Mobile,Apple,Chrome,A
0,1,A,94715,NY,Mobile,Windows,Chrome,A
0,3,E,148858,CA,Desktop,Apple,Opera,B
0,3,C,200010,CA,Tablet,Apple,Chrome,B
1,0,B,361406,TX,Desktop,Windows,Chrome,A
1,2,D,302188,NY,Desktop,Windows,Chrome,B
1,2,E,149756,NJ,Desktop,Apple,Chrome,B
0,1,C,305563,NA,Mobile,Apple,Chrome,B
0,5,A,350756,NY,Mobile,Apple,Chrome,B
1,4,D,208568,CA,Mobile,Apple,Chrome,B
0,2,D,95678,NY,Mobile,Windows,Chrome,B
0,5,C,315560,NY,Mobile,Windows,Safari,B
0,0,A,310475,NY,Mobile,Windows,Safari,B
0,3,E,425417,CA,Mobile,Apple,Chrome,B
0,4,A,162368,NA,Mobile,Apple,Chrome,A
0,4,A,458516,NY,Desktop,Windows,Safari,B
1,4,D,105338,CA,Desktop,Apple,Chrome,A
1,5,E,417755,NA,Mobile,Windows,Opera,A
1,5,D,200938,NY,Mobile,Windows,Safari,B
0,2,D,348664,NJ,Desktop,Apple,Chrome,B
1,3,A,429447,CA,Desktop,Windows,Safari,A
0,4,D,87283,NJ,Desktop,Apple,Chrome,B
0,4,A,436014,NY,Mobile,Apple,Safari,B
1,3,D,327560,NJ,Desktop,Apple,Chrome,B
1,3,A,386707,NJ,Mobile,Windows,Chrome,A
1,1,D,73536,TX,Mobile,Apple,Chrome,A
1,0,D,497635,CA,Mobile,Windows,Chrome,B
1,5,E,106133,NJ,Desktop,Windows,Chrome,A
0,6,E,104509,NY,Mobile,Apple,Safari,A
1,3,C,99683,TX,Desktop,Windows,Chrome,B
1,5,E,284445,NJ,Tablet,Apple,Chrome,A
0,2,E,130933,NY,Mobile,Windows,Opera,A
0,4,E,54172,CA,Mobile,Apple,Chrome,A
1,0,D,279694,NY,Desktop,Apple,Safari,B
1,1,C,185491,TX,Tablet,Apple,Safari,B
1,1,E,454331,TX,Desktop,Apple,Chrome,B
1,1,B,472672,TX,Mobile,Apple,Chrome,A
1,5,E,186735,CA,Desktop,Windows,Chrome,A
0,2,E,308160,CA,Mobile,Apple,Safari,B
1,2,D,482679,CA,Mobile,Windows,Chrome,B
0,2,D,262769,CA,Mobile,Windows,Chrome,A
1,2,D,303322,NY,Mobile,Windows,Chrome,A
0,2,C,301712,NA,Mobile,Windows,Safari,A
0,5,E,449830,NY,Mobile,Windows,Opera,A
0,3,D,373685,CA,Mobile,Apple,Chrome,A
0,4,E,360991,NJ,Mobile,Windows,Chrome,A
1,1,D,352059,NJ,Mobile,Apple,Chrome,A
1,3,D,341152,NY,Tablet,Apple,Safari,B
0,2,C,233959,NJ,Mobile,Apple,Chrome,B
1,1,C,61168,CA,Mobile,Windows,Chrome,A
0,3,A,293682,CA,Mobile,Apple,Chrome,A
0,1,D,433595,NY,Mobile,Windows,Chrome,B
1,5,E,366333,NY,Desktop,Windows,Chrome,A
1,3,A,304572,NY,Mobile,Apple,Opera,B
0,2,C,85184,NY,Desktop,Apple,Chrome,B
1,1,C,344982,CA,Desktop,Apple,Opera,A
1,4,E,494035,NJ,Desktop,Apple,Chrome,A
0,3,E,256682,NA,Desktop,Windows,Safari,B
0,2,E,161098,CA,Mobile,Windows,Chrome,A
1,1,D,440709,NY,Mobile,Windows,Chrome,A
1,1,E,202210,CA,Mobile,Apple,Chrome,B
1,2,C,337804,NY,Mobile,Apple,Chrome,A
1,4,A,437425,CA,Mobile,Windows,Safari,B
0,3,D,412579,NY,Desktop,Apple,Chrome,B
0,3,A,288035,NY,Desktop,Windows,Chrome,B
1,0,E,84833,NY,Mobile,Windows,Chrome,A
0,4,A,260578,NY,Mobile,Windows,Chrome,B
0,3,B,489143,NY,Mobile,Windows,Safari,A
1,4,D,468271,NY,Mobile,Apple,Chrome,A
0,3,B,337248,NY,Tablet,Windows,Chrome,A
0,5,E,280001,CA,Mobile,Apple,Safari,A
0,4,D,248266,NY,Mobile,Windows,Chrome,A
0,2,E,78528,NJ,Desktop,Windows,Chrome,B
0,3,D,484907,NY,Mobile,Apple,Safari,B
1,0,C,181076,NJ,Desktop,Windows,Safari,A
0,3,A,128514,CA,Desktop,Apple,Chrome,B
0,2,E,212750,NY,Mobile,Apple,Chrome,A
0,3,D,244947,NA,Desktop,Windows,Chrome,A
1,1,E,275358,CA,Mobile,Windows,Chrome,A
1,5,C,122500,CA,Mobile,Apple,Chrome,B
1,0,D,143331,NJ,Mobile,Windows,Safari,B
1,5,C,242148,NA,Desktop,Apple,Chrome,B
0,1,D,95366,NJ,Desktop,Windows,Opera,B
1,4,E,108989,NY,Mobile,Apple,Chrome,B
0,5,D,157989,CA,Desktop,Apple,Safari,A
1,5,D,150811,NJ,Desktop,Apple,Safari,A
1,2,E,292700,NJ,Mobile,Windows,Opera,A
1,2,D,379862,CA,Mobile,Apple,Safari,A
1,3,A,160443,CA,Mobile,Windows,Chrome,A
0,2,C,181355,CA,Desktop,Apple,Chrome,B
1,2,D,67681,CA,Desktop,Apple,Chrome,A
0,6,A,333694,NJ,Mobile,Apple,Opera,B
1,4,A,198500,NY,Desktop,Windows,Chrome,A
0,4,D,389174,CA,Mobile,Windows,Chrome,A
0,2,E,443833,NY,Mobile,Apple,Opera,B
1,3,E,166548,CA,Mobile,Apple,Opera,A
0,6,D,216932,NY,Desktop,Apple,Safari,B
0,1,D,411742,NJ,Desktop,Apple,Safari,B
1,5,E,293447,NY,Desktop,Windows,Chrome,A
0,3,C,328488,TX,Desktop,Windows,Chrome,A
0,4,A,284512,CA,Mobile,Apple,Chrome,A
0,4,D,66096,NY,Desktop,Apple,Chrome,A
1,5,C,493842,NY,Desktop,Apple,Chrome,B
1,0,A,211274,CA,Tablet,Windows,Safari,B
1,4,D,72105,CA,Mobile,Windows,Safari,A
0,6,A,254151,CA,Mobile,Windows,Chrome,A
1,5,D,122054,NJ,Desktop,Windows,Chrome,B
1,3,C,319085,CA,Desktop,Windows,Chrome,A
1,5,A,367023,NY,Desktop,Apple,Chrome,B
0,1,A,147322,CA,Desktop,Apple,Chrome,A
0,2,E,141264,CA,Desktop,Windows,Chrome,A
1,6,E,288726,NJ,Mobile,Apple,Chrome,B
1,3,A,472752,NY,Desktop,Apple,Chrome,B
1,3,E,140549,NJ,Desktop,Apple,Safari,B
0,3,E,448811,CA,Desktop,Apple,Chrome,B
0,2,D,60689,CA,Mobile,Apple,Chrome,A
1,3,D,294455,NY,Mobile,Windows,Safari,A
1,0,D,363930,CA,Mobile,Windows,Opera,B
1,2,E,377021,CA,Mobile,Apple,Chrome,A
0,2,C,286919,NY,Desktop,Apple,Chrome,A
1,2,A,336570,CA,Mobile,Windows,Safari,A
1,4,D,248844,NJ,Mobile,Windows,Chrome,A
0,5,D,373122,NY,Tablet,Apple,Chrome,B
0,3,C,349075,CA,Desktop,Apple,Opera,B
0,1,D,73759,TX,Desktop,Apple,Chrome,B
1,3,D,314333,NA,Desktop,Apple,Safari,A
1,3,C,442312,CA,Mobile,Apple,Chrome,B
0,4,E,272359,CA,Mobile,Windows,Chrome,B
0,5,A,61542,TX,Desktop,Apple,Safari,B
0,5,A,84533,CA,Desktop,Apple,Safari,A
0,1,E,249559,NJ,Mobile,Windows,Chrome,B
1,6,A,252048,NY,Desktop,Apple,Safari,A
0,5,D,181536,CA,Desktop,Apple,Chrome,A
1,2,A,92803,CA,Mobile,Windows,Chrome,A
1,4,C,99922,NJ,Desktop,Windows,Chrome,A
0,3,A,446059,CA,Desktop,Windows,Chrome,B
1,3,E,498611,CA,Mobile,Apple,Chrome,A
0,4,E,231288,NY,Mobile,Windows,Opera,B
1,6,A,492924,NY,Desktop,Apple,Chrome,A
1,6,A,424798,CA,Desktop,Apple,Safari,B
0,2,E,216841,CA,Desktop,Windows,Chrome,B
1,0,A,174343,CA,Mobile,Apple,Chrome,A
1,3,C,442883,CA,Desktop,Apple,Safari,A
1,0,E,331213,NJ,Tablet,Apple,Chrome,A
0,2,A,260422,TX,Mobile,Windows,Chrome,B
1,6,E,142800,TX,Mobile,Apple,Safari,B
1,5,E,108117,NY,Desktop,Windows,Chrome,A
1,3,D,238911,CA,Desktop,Apple,Chrome,A
0,0,E,301184,CA,Mobile,Windows,Chrome,B
0,2,E,269494,CA,Mobile,Windows,Chrome,B
0,6,C,58968,CA,Mobile,Apple,Chrome,B
0,4,A,228571,NJ,Desktop,Apple,Safari,A
1,6,E,344644,NY,Desktop,Windows,Chrome,B
0,1,E,436144,TX,Desktop,Apple,Safari,B
0,2,D,440690,CA,Mobile,Apple,Chrome,A
1,4,D,162874,TX,Mobile,Windows,Chrome,A
0,4,E,321263,CA,Mobile,Windows,Chrome,A
0,4,E,364989,CA,Mobile,Apple,Chrome,B
1,5,D,239200,CA,Mobile,Windows,Chrome,A
0,4,D,64679,CA,Desktop,Apple,Safari,B
0,1,E,250712,NY,Mobile,Windows,Safari,A
0,2,C,338873,CA,Mobile,Apple,Opera,A
1,3,E,296144,TX,Mobile,Windows,Safari,B
0,2,E,183543,CA,Mobile,Apple,Chrome,B
1,5,E,375091,NJ,Desktop,Apple,Chrome,A
1,4,D,450762,NY,Mobile,Windows,Chrome,B
0,4,E,100401,CA,Mobile,Apple,Chrome,B
0,3,A,376422,NY,Desktop,Windows,Safari,A
1,5,D,98066,CA,Desktop,Apple,Opera,A
0,2,C,484445,TX,Mobile,Windows,Safari,B
0,5,E,374876,NJ,Desktop,Windows,Safari,B
0,4,E,452617,NJ,Desktop,Apple,Safari,A
0,3,C,257832,TX,Mobile,Windows,Chrome,B
0,1,C,97380,NY,Mobile,Apple,Chrome,B
0,5,C,197772,NY,Mobile,Apple,Chrome,B
0,4,C,257878,NJ,Mobile,Windows,Safari,A
0,1,E,287383,NY,Mobile,Apple,Safari,B
0,3,E,100680,NJ,Mobile,Apple,Chrome,B
0,5,E,198152,NJ,Mobile,Apple,Chrome,B
0,4,C,372440,NJ,Mobile,Windows,Chrome,B
1,5,A,140831,CA,Desktop,Apple,Chrome,A
1,4,D,329683,CA,Mobile,Windows,Chrome,A
0,6,E,77260,CA,Tablet,Windows,Chrome,A
1,3,E,358784,NA,Desktop,Windows,Chrome,A
0,4,E,150278,NY,Mobile,Windows,Safari,B
0,2,C,243559,NJ,Mobile,Apple,Safari,A
0,3,E,249829,NY,Mobile,Windows,Chrome,B
1,2,C,302489,CA,Desktop,Apple,Opera,A
0,1,D,355134,CA,Mobile,Windows,Opera,B
1,2,A,208553,CA,Desktop,Windows,Chrome,A
0,6,B,465608,NY,Mobile,Apple,Opera,B
1,3,E,184281,TX,Mobile,Windows,Opera,A
0,0,D,118094,CA,Mobile,Windows,Safari,A
0,4,E,403097,NJ,Tablet,Apple,Chrome,B
1,4,C,299044,TX,Mobile,Apple,Chrome,A
0,4,D,84174,CA,Mobile,Windows,Chrome,B
1,3,E,459540,CA,Mobile,Windows,Chrome,B
0,4,E,56431,NY,Mobile,Windows,Chrome,A
0,1,E,118939,CA,Desktop,Apple,Safari,A
1,4,E,403161,NY,Mobile,Apple,Safari,B
1,4,E,209578,NY,Desktop,Apple,Safari,A
0,3,A,259690,CA,Mobile,Apple,Safari,B
1,0,A,462813,NJ,Mobile,Apple,Safari,B
1,2,D,89266,NY,Mobile,Apple,Safari,A
0,5,E,288391,NY,Mobile,Apple,Chrome,B
0,3,E,80203,CA,Mobile,Apple,Chrome,A
1,3,C,271035,NY,Mobile,Apple,Chrome,A
1,5,E,452533,NJ,Mobile,Apple,Chrome,B
1,3,D,392981,NA,Mobile,Windows,Chrome,A
1,4,C,301704,CA,Mobile,Apple,Chrome,A
0,6,D,102563,NJ,Desktop,Windows,Chrome,B
0,3,C,388968,CA,Mobile,Apple,Opera,B
0,4,A,352555,NJ,Mobile,Apple,Opera,B
1,2,A,196828,TX,Mobile,Apple,Opera,B
1,4,A,276758,NA,Desktop,Windows,Chrome,A
0,6,C,131097,NY,Desktop,Apple,Safari,A
1,4,E,445293,NY,Desktop,Windows,Opera,A
0,1,E,79208,TX,Desktop,Apple,Chrome,B
0,3,E,416738,TX,Mobile,Windows,Chrome,B
0,2,E,111060,CA,Desktop,Apple,Chrome,A
0,2,E,374601,NY,Mobile,Windows,Safari,A
0,3,A,102999,NY,Mobile,Windows,Safari,A
0,3,E,265609,NY,Mobile,Windows,Chrome,B
1,4,E,93565,NY,Desktop,Windows,Chrome,B
1,1,C,89252,CA,Desktop,Apple,Chrome,B
0,2,C,91168,CA,Mobile,Apple,Chrome,B
0,1,D,429075,NY,Mobile,Apple,Safari,B
0,4,E,390707,TX,Mobile,Windows,Safari,A
1,3,D,192275,NY,Mobile,Windows,Chrome,B
1,3,A,221890,TX,Mobile,Windows,Chrome,A
0,4,E,173879,NY,Mobile,Windows,Chrome,B
0,3,D,158557,NY,Desktop,Windows,Opera,B
1,6,E,209981,TX,Mobile,Windows,Chrome,A
